Nº chamada,Nº REDS,Data/hora de criação,Local do fato,Latitude  do local,Longitude do local,Natureza,Unidade Responsável,Recursos empenhados,Alerta,Destaque,Envolve autoridade,Tipo de classificação,Situação,Data/hora da situação atual,Evento associado
2025-37775482-0,Desconhecido,06/02/2025 13:58:24,"RUA JORDANIA, Nº 135 - PEDRA AZUL - CONTAGEM",-19.8606819,-44.0398247,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),2BBM/1CIA/5PEL(CEASA),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 13:58:24,Não
2025-37775559-3,(BM) 2025-005758767-001,06/02/2025 14:03:57,"PRACA DONA MANOELITA CHAGAS, Nº 191 - CENTRO - OLIVEIRA",-20.7018639,-44.8269898,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),10BBM/4CIA/2PEL(OLIVEIRA),UR5483,Não,Não,Não,Desconhecido,Terminada,06/02/2025 14:59:37,Não
2025-37775940-3,(BM) 2025-005763010-001,06/02/2025 14:26:19,"PRACA REINALDO ALVES DE BRITO, Nº 68 - CENTRO - OURO PRETO",-20.3841733,-43.505359,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),1BBM/2CIA/PEL PREV VISTORIA(OURO PRETO),APV01328,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:01:06,Não
2025-37775938-1,(BM) 2025-005768840-001,06/02/2025 14:27:09,"AVENIDA TIMBIRAS, Nº 870 - VILA NOVA - CURVELO",-18.7555783,-44.4202539,V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta),5CIA IND/1CIA/2PEL(CURVELO),UR05527,Não,Não,Não,Desconhecido,Terminada,06/02/2025 15:09:19,Não
2025-37776020-0,(BM) 2025-005762687-001,06/02/2025 14:29:55,"RUA DOUTOR TEIXEIRA SOARES, Nº 150 - JARDIM AMERICA - FORMIGA",-20.4622299,-45.4248537,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),10BBM/4CIA/1PEL(FORMIGA),APF1342,Não,Não,Não,Desconhecido,Terminada,06/02/2025 15:25:07,Não
2025-37776258-2,Desconhecido,06/02/2025 14:43:38,"RUA JUIZ DA COSTA VAL, Nº 195 - SANTA EFIGENIA - BELO HORIZONTE",0.0,0.0,S06005 - CAPTURA DE INSETOS (C) (Prioridade: 2 - Média),1BBM (BELO HORIZONTE),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 14:43:38,Não
2025-37776314-1,(BM) 2025-005769137-001,06/02/2025 14:45:40,"AVENIDA MINAS GERAIS, Nº 997 - SAO JOSE - PARA DE MINAS",-19.8670469,-44.6174598,O04011 - INCENDIO EM AREA URBANA NAO PROTEGIDA (C) (Prioridade: 2 - Média),10BBM/2CIA/1PEL(PARA DE MINAS),ABT0540,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:02:08,Não
2025-37776326-0,(BM) 2025-005768721-001,06/02/2025 14:46:33,"TRAVESSA DONA CRISTINA, Nº 189 - ALTO DA ANTENA - ITABIRITO",-20.2538213,-43.7930647,V01017 - VITIMA DE INTOXICACAO / ENVENENAMENTO (C) (Prioridade: 1 - Alta),1BBM/2CIA/BRIGADA MUNICIPAL ITABIRITO,UR415,Não,Não,Não,Desconhecido,Terminada,06/02/2025 15:53:37,Não
2025-37776513-8,(BM) 2025-005769202-001,06/02/2025 14:54:30,"RUA HAVANA, Nº 56 - RESIDENCIAL LOURDES - CURVELO",-18.7767391,-44.4351391,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),5CIA IND/1CIA/2PEL(CURVELO),APF01347,Não,Não,Não,Desconhecido,Terminada,06/02/2025 15:18:57,Não
2025-37776542-6,Desconhecido,06/02/2025 14:55:29,"RUA DIAMANTE, Nº 332 - SAO JOAQUIM - CONTAGEM",-19.8741912,-44.0213068,S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média),2BBM/1CIA/5PEL(CEASA),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 14:55:29,Não
2025-37776587-4,(BM) 2025-005771268-001,06/02/2025 14:58:50,"RUA LUIZ GUILHERME DA SILVA, Nº 600 - DISTRITO INDUSTRIAL CEL JOVELINO RABELO - DIVINOPOLIS",-20.11312,-44.8393124,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),10BBM/4CIA/2PEL(OLIVEIRA),ASL0251,Não,Não,Não,Desconhecido,Terminada,06/02/2025 17:56:04,Não
2025-37776810-3,(BM) 2025-005780817-001,06/02/2025 15:06:25,"SITIO CRM0117 - MORRO DO TANQUE, Nº S/N - CARMOPOLIS DE MINAS",-20.5471739,-44.6272058,S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média),10BBM/4CIA/2PEL(OLIVEIRA),ASL6146,Não,Não,Não,Desconhecido,Terminada,06/02/2025 17:57:34,Não
2025-37776833-9,Desconhecido,06/02/2025 15:07:45,"RUA TEREZA ANGELICA DE SAO JOSE, Nº 71 - VIENA - RIBEIRAO DAS NEVES",0.0,0.0,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),3BBM/1CIA/5PEL(VENDA NOVA),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 15:07:45,Não
2025-37776875-9,Desconhecido,06/02/2025 15:10:38,"RUA CAMPO VERDE, Nº 441 - BELVEDERE I - DIVINOPOLIS",-20.1727809,-44.8934135,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),10BBM/1CIA/1PEL,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 15:10:38,Não
2025-37776965-0,Desconhecido,06/02/2025 15:14:32,"RUA JOSE CALIXTO DOS ANJOS, Nº 248 - CENTRO - RAPOSOS",-19.9687197,-43.8022546,S06010 - CORTE/PODA DE ARVORE CAIDA SOBRE RESIDENCIA (C) (Prioridade: 1 - Alta),1BBM/1CIA/1PEL,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 15:14:32,Não
2025-37777016-9,(BM) 2025-005776505-001,06/02/2025 15:17:28,"RUA ARAXA, Nº 660 - BELVEDERE - PARA DE MINAS",-19.8778675,-44.6055364,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),10BBM/2CIA/1PEL(PARA DE MINAS),APF01367,Não,Não,Não,Desconhecido,Terminada,06/02/2025 17:39:14,Não
2025-37777091-4,(BM) 2025-005776364-001,06/02/2025 15:19:39,"RUA NOVA YORK, Nº 250 - RESIDENCIAL LOURDES - CURVELO",-18.7785187,-44.4344635,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),5CIA IND/1CIA/2PEL(CURVELO),APF01347,Não,Não,Não,Desconhecido,Terminada,06/02/2025 15:52:08,Não
2025-37777088-0,(BM) 2025-005776940-001,06/02/2025 15:22:03,"RUA BONINA, Nº 36 - MATOZINHOS - ITABIRITO",-20.2581817,-43.8093896,P02002 - VISTORIA EM RISCO DE QUEDA DE ARVORE (C) (Prioridade: 2 - Média),1BBM/2CIA/BRIGADA MUNICIPAL ITABIRITO,ASLF-50,Não,Não,Não,Desconhecido,Terminada,06/02/2025 17:51:16,Não
2025-37777300-2,(BM) 2025-005789993-001,06/02/2025 15:30:45,"RUA DEZESSETE, Nº 70 - SAN MARINO - RIBEIRAO DAS NEVES",-19.8331096,-44.0732364,S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média),2BBM (CONTAGEM),ASL2242,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:47:16,Não
2025-37777360-4,Desconhecido,06/02/2025 15:33:51,"AVENIDA ALFREDO CAMARATE, Nº 444 - SAO LUIZ - BELO HORIZONTE",-19.8666585,-43.975857,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),3BBM/1CIA/1PEL,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 15:33:51,Não
2025-37777454-6,Desconhecido,06/02/2025 15:38:49,"RUA DUQUE CAXIAS, Nº 951 - QUARENTA E DOIS - SANTA LUZIA",0.0,0.0,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),3BBM (BELO HORIZONTE),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 15:38:49,Não
2025-37777492-5,(BM) 2025-005806059-001,06/02/2025 15:40:40,"RUA RICARDO FERREIRA MELO QUEIROZ, Nº 40 - CONJUNTO HABITACIONAL MARIA MELO QUEIROZ - BOM DESPACHO",-19.7447832,-45.2405645,O02001 - INCENDIO EM RESIDENCIA/HABITACAO UNIFAMILIAR (CASA) (C) (Prioridade: 1 - Alta),10BBM/3CIA/2PEL(BOM DESPACHO),ABT00808,Não,Não,Não,Desconhecido,Terminada,06/02/2025 18:08:07,Não
2025-37777486-2,Desconhecido,06/02/2025 15:41:57,"RUA PIO XII, Nº 205 - JARDIM ALVORADA - BELO HORIZONTE",0.0,0.0,P02002 - VISTORIA EM RISCO DE QUEDA DE ARVORE (C) (Prioridade: 2 - Média),3BBM (BELO HORIZONTE),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 15:41:57,Não
2025-37777607-5,(BM) 2025-005783498-001,06/02/2025 15:48:00,"ALAMEDA NOSSA SENHORA FATIMA, Nº 316 - ARTUR HENRIQUE DE MELO - OLIVEIRA",-20.7020898,-44.8203872,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),10BBM/4CIA/2PEL(OLIVEIRA),TLP1409,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:05:51,Não
2025-37777638-9,(BM) 2025-005785287-001,06/02/2025 15:48:15,"RUA CHILE, Nº 129 - SAO JOSE - ITABIRITO",-20.2481244,-43.7781876,V01018 - VITIMA DE MAL NAO DEFINIDO (DISTURBIO) (C) (Prioridade: 1 - Alta),1BBM/2CIA/BRIGADA MUNICIPAL ITABIRITO,UR415,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:31:28,Não
2025-37777923-5,(BM) 2025-005787533-001,06/02/2025 16:05:13,"ALAMEDA DOUTOR CICERO DE CASTRO FILHO, Nº S/N - CRISTO REDENTOR - OLIVEIRA",-20.6835312,-44.8235462,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),10BBM/4CIA/2PEL(OLIVEIRA),TLP1409,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:21:16,Não
2025-37778000-4,Desconhecido,06/02/2025 16:07:42,"RUA LEOPOLDO BIAN, Nº 531 - CONJUNTO CALIFORNIA II - BELO HORIZONTE",-19.9184853,-44.0091842,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),3BBM (BELO HORIZONTE),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 16:07:42,Não
2025-37778300-8,(BM) 2025-005806873-001,06/02/2025 16:23:45,"RUA ESCRITOR MARIO DE OLIVEIRA MENDES, Nº 10 - BELVEDERE - RIBEIRAO DAS NEVES",-19.7873073,-44.1188853,S02003 - AFOGAMENTO EM LAGO / LAGOA / REPRESA (C) (Prioridade: 1 - Alta),2BBM (CONTAGEM),ASL2242 / ACA6142,Sim,Não,Não,BOLETIM DE OCORRENCIA,Classificada,06/02/2025 18:53:56,Não
2025-37778449-1,Desconhecido,06/02/2025 16:34:00,"RUA GUARARAPES, Nº 1246 - PINDORAMA - BELO HORIZONTE",-19.9071819,-44.0174175,S06005 - CAPTURA DE INSETOS (C) (Prioridade: 2 - Média),2BBM/1CIA/5PEL(CEASA),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 16:34:00,Não
2025-37778511-3,(BM) 2025-005794522-001,06/02/2025 16:35:55,RODOVIA MG 262 - MARIANA,0.0,0.0,O02027 - INCENDIO VEIC. AUTOMOTOR (EXCETO TANQUE/ONIBUS/MICRO-ONIBUS) (C) (Prioridade: 1 - Alta),1BBM/2CIA/1PEL/PA BM(MARIANA),ABT01060,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:22:41,Não
2025-37778546-8,(BM) 2025-005796941-001,06/02/2025 16:38:05,"HOTEL OPR0565 - SESC - ESTALAGEM DAS MINAS, Nº S/N - OURO PRETO",-20.3765798,-43.5556307,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),1BBM/2CIA/1PEL(OURO PRETO),TPO01091,Não,Não,Não,Desconhecido,Terminada,06/02/2025 17:22:42,Não
2025-37778628-0,Desconhecido,06/02/2025 16:42:08,"AVENIDA AMERICO VESPUCIO, Nº 1773 - NOVA ESPERANCA - BELO HORIZONTE",-19.8992106,-43.9611444,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),3BBM/1CIA/1PEL,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 16:42:08,Não
2025-37778644-7,(PM) 2025-005824113-001,06/02/2025 16:43:42,"RODOVIA MG 262, Km 47 - MARIANA",-20.3751055,-43.1980852,W98011 - SOLICITACAO DE APOIO (C) (Prioridade: 1 - Alta),1BBM/2CIA/1PEL/PA BM(MARIANA),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 16:46:55,Não
2025-37778679-1,(BM) 2025-005807787-001,06/02/2025 16:45:18,"A DEFINIR NSE0028 - ZONA RURAL, Nº S/N - NOVA SERRANA",-19.9052235,-44.9837886,S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média),10BBM/3CIA/1PEL(NOVA SERRANA),ASL00146,Não,Não,Não,Desconhecido,Terminada,06/02/2025 18:06:38,Não
2025-37778735-0,(BM) 2025-005801476-001,06/02/2025 16:48:43,"RUA RIO ALEGRE, Nº 211 - ALTO DO LAGO - CARMO DO CAJURU",-20.1922336,-44.7487321,S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média),10BBM/1CIA/4PEL,ASM05501,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:11:40,Não
2025-37778998-0,(BM) 2025-005808151-001,06/02/2025 17:05:26,"RUA MARIANA DIAS DE MEDEIROS, Nº 211 - SAO MATEUS - ITABIRITO",-20.2436018,-43.7730368,P03002 - PERIGO DE ELETROCUSSAO (C) (Prioridade: 2 - Média),1BBM/2CIA/BRIGADA MUNICIPAL ITABIRITO,ASLF-50,Não,Não,Não,Desconhecido,Terminada,06/02/2025 18:45:29,Não
2025-37779337-3,(BM) 2025-005803406-001,06/02/2025 17:22:21,"RUA DOM SILVERIO, Nº 258 - ANTONIO DIAS - OURO PRETO",-20.3862318,-43.4979188,P02005 - VISTORIA EM RISCO DE DESLIZAMENTO/CORRIDA DE MASSA (C) (Prioridade: 2 - Média),1BBM/2CIA/1PEL(OURO PRETO),TPO01091,Não,Não,Não,Desconhecido,Terminada,06/02/2025 18:49:27,Não
2025-37779676-9,Desconhecido,06/02/2025 17:43:12,"RUA JOVENAL LOPES DA SILVA , Nº 215 - SAVASSI - RIBEIRAO DAS NEVES",0.0,0.0,V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta),2BBM (CONTAGEM),UR05468,Não,Não,Não,Desconhecido,Terminada,06/02/2025 21:15:55,Não
2025-37779741-9,(BM) 2025-005818824-001,06/02/2025 17:46:50,"AVENIDA ESPERANCA, Nº 1020 - BOA ESPERANCA - CURVELO",-18.7895554,-44.4565131,S05302 - COLISAO ENTRE MOTOCICLETAS (C) (Prioridade: 1 - Alta),5CIA IND/1CIA/2PEL(CURVELO),UR05527,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:31:39,Não
2025-37779825-7,Desconhecido,06/02/2025 17:52:51,"RUA ASSUMAR, Nº 430 - PINDORAMA - BELO HORIZONTE",-19.9074895,-44.0230332,P02002 - VISTORIA EM RISCO DE QUEDA DE ARVORE (C) (Prioridade: 2 - Média),2BBM/1CIA/5PEL(CEASA),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 17:52:51,Não
2025-37779867-7,(BM) 2025-005810477-001,06/02/2025 17:57:15,"AVENIDA GETULIO VARGAS, Nº 930 - CENTRO - DIVINOPOLIS",-20.1404345,-44.8844611,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),10BBM/1CIA/4PEL,ACA06144,Não,Não,Não,Desconhecido,Terminada,06/02/2025 21:57:16,Não
2025-37779930-1,(BM) 2025-005824847-001,06/02/2025 17:58:15,"RUA SAMIR ASSIS MATTAR, Nº 77 - PORTAL DAS OLIVEIRAS - OLIVEIRA",-20.7007805,-44.8583082,S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média),10BBM/4CIA/2PEL(OLIVEIRA),ASL6146,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:43:40,Não
2025-37779954-0,(PM) 2025-005815980-001 / (BM) 2025-005815980-002,06/02/2025 18:01:36,"RUA SEBASTIAO DOS SANTOS, Nº 533 - LINDEIA - BELO HORIZONTE",0.0,0.0,V02402 - VITIMA DE COLISAO ENTRE MOTOCICLETAS (C) (Prioridade: 1 - Alta),2BBM (CONTAGEM),ACA6142,Sim,Não,Não,Desconhecido,Terminada,06/02/2025 20:40:28,Não
2025-37780039-2,(BM) 2025-005818222-001,06/02/2025 18:08:12,"RUA MARIA OLHER BARROS, Nº 5 - VILA MISSENO SILVERIO - CAMPO BELO",-20.8918841,-45.2815175,V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta),10BBM/4CIA/2PEL/PA BM(CAMPO BELO),UR00841,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:01:02,Não
2025-37780452-9,(BM) 2025-005831591-001,06/02/2025 18:33:05,"RUA SANTOS DUMONT, Nº 188 - VILA VILACA - ITAUNA",-20.0643212,-44.5632303,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),10BBM/2CIA/2PEL(ITAUNA),ABTS10496,Não,Não,Não,Desconhecido,Terminada,06/02/2025 21:16:32,Não
2025-37780408-7,(BM) 2025-005818837-001,06/02/2025 18:33:47,"RUA EPITACIO PESSOA, Nº 890 - MORADA DO SOL - NOVA SERRANA",-19.882652,-44.9774483,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),10BBM/3CIA/1PEL(NOVA SERRANA),ASL00146,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:48:19,Não
2025-37780569-6,(PM) 2025-005824715-001 / (BM) 2025-005824715-002,06/02/2025 18:41:20,"RUA BATES DO BRASIL, Nº 84 - BAIRRO DAS INDUSTRIAS II - BELO HORIZONTE",-19.9576968,-43.9995485,V03021 - VITIMA DE SUICIDIO (TENTATIVA) - APH TRAUMA (C) (Prioridade: 1 - Alta),2BBM (CONTAGEM),UR05471,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:10:47,Não
2025-37780650-2,(BM) 2025-005816615-001,06/02/2025 18:44:39,"AVENIDA CONTORNO, Nº 2787 - SANTA EFIGENIA - BELO HORIZONTE",-19.9211644,-43.9219354,W99000 - OUTROS PROCEDIMENTOS ADMINISTRATIVOS (C) (Prioridade: 3 - Baixa),2BBM (CONTAGEM),ASL2242,Não,Não,Não,Desconhecido,No local,06/02/2025 18:44:39,Não
2025-37780721-9,(BM) 2025-005827173-001,06/02/2025 18:48:20,"RUA MARGARIDA CORTONA, Nº 177 - CANAAN - SETE LAGOAS",-19.4633597,-44.2529395,S06005 - CAPTURA DE INSETOS (C) (Prioridade: 2 - Média),5CIA IND/1CIA/1PEL,ABTS05911,Não,Não,Não,Desconhecido,À caminho,06/02/2025 22:08:02,Não
2025-37780964-0,Desconhecido,06/02/2025 19:05:59,"AVENIDA ENGENHEIRO DARCY NOGUEIRA DO PINHO, Nº 2425 - VILA CRISTINA - BETIM",-19.9347462,-44.1343045,S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média),2BBM/1CIA/PA BM(BETIM),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 19:05:59,Não
2025-37781074-9,Desconhecido,06/02/2025 19:12:19,"RUA OURO, Nº 368 - VILA ESPERANCA - SABARA",-19.8834278,-43.8119957,S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média),3BBM (BELO HORIZONTE),ASL6068,Não,Não,Não,Desconhecido,No local,06/02/2025 21:28:26,Não
2025-37781135-1,Desconhecido,06/02/2025 19:16:18,"RUA BRITANITE, Nº 2 - BORBA GATO - SABARA",0.0,0.0,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),3BBM (BELO HORIZONTE),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 19:16:18,Não
2025-37781159-0,(BM) 2025-005821436-002,06/02/2025 19:17:43,RUA JACOME RIBEIRO / RUA LAGOA DA PRATA - MORRO DO SOL - ITAUNA,-20.0872949,-44.5811725,O04011 - INCENDIO EM AREA URBANA NAO PROTEGIDA (C) (Prioridade: 2 - Média),10BBM/2CIA/2PEL(ITAUNA),ABTS10496,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:26:18,Não
2025-37781204-2,(BM) 2025-005830621-001,06/02/2025 19:20:01,"RUA OLINDA, Nº 811 - BOM PASTOR - DIVINOPOLIS",-20.1166361,-44.8861652,S06003 - CAPTURA DE CAO PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média),10BBM/1CIA/4PEL,ASL02171,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:59:04,Não
2025-37781207-0,Desconhecido,06/02/2025 19:20:16,"AVENIDA ENGENHEIROS, Nº 490 - CASTELO - BELO HORIZONTE",-19.89127,-43.9973483,O02038 - INCENDIO EM REDE ELETRICA / POSTE / CURTO-CIRCUITO (C) (Prioridade: 2 - Média),3BBM/1CIA/1PEL,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 19:20:16,Não
2025-37781246-2,(PM) 2025-005831626-001 / (BM) 2025-005831626-002,06/02/2025 19:21:45,"AVENIDA FARMACEUTICO DUILIO PASSOS, Nº S/N - TAQUARAL - OURO PRETO",0.0,0.0,V01010 - VITIMA COM DOR TORACICA/SUSPEITA DE INFARTO (IAM) (C) (Prioridade: 1 - Alta),1BBM/2CIA/1PEL/PA BM(MARIANA),ABT01060,Sim,Não,Não,Desconhecido,Terminada,06/02/2025 20:46:55,Não
2025-37781265-7,Desconhecido,06/02/2025 19:23:12,"RUA CONSELHEIRO QUINTILIANO, Nº 193 - CENTRO - OURO PRETO",-20.382347,-43.5011989,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),1BBM/2CIA/1PEL/PA BM(MARIANA),ABT01060,Não,Não,Não,Desconhecido,No local,06/02/2025 20:46:59,Não
2025-37781288-2,(BM) 2025-005823028-002,06/02/2025 19:25:16,"RUA CAPITAO JOSE APOLINARIO, Nº 1316 - BRASILIA - ARCOS",-20.2999464,-45.5396921,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),10BBM/4CIA/1PEL/PA BM(ARCOS),ASL02409,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:18:24,Não
2025-37781333-5,Desconhecido,06/02/2025 19:27:44,"RUA OLIMPIA B FRANCO, Nº 353 - JARDIM DA CIDADE - BETIM",-19.9609128,-44.196877,S06008 - CORTE DE ARVORE CAIDA EM VIA PUBLICA (C) (Prioridade: 2 - Média),2BBM/1CIA/PA BM(BETIM),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 19:27:44,Não
2025-37781425-1,(BM) 2025-005824862-001,06/02/2025 19:32:44,"RUA FLORIDA, Nº 82 - PADRE LIBERIO - DIVINOPOLIS",-20.1208213,-44.8826923,V01023 - VITIMA DE SINCOPE (DESMAIO)/VERTIGEM (C) (Prioridade: 1 - Alta),10BBM/1CIA/4PEL,UR05914,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:55:47,Não
2025-37781475-0,Desconhecido,06/02/2025 19:34:45,"RUA ANTONIO VIEIRA NUNES, Nº 20 - SPORT CLUB - BELO HORIZONTE",-19.9446442,-44.0119406,S06005 - CAPTURA DE INSETOS (C) (Prioridade: 2 - Média),2BBM/1CIA/1PEL,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 19:34:45,Não
2025-37781479-0,(BM) 2025-005823905-001,06/02/2025 19:35:30,"RUA CONSELHEIRO QUINTILIANO, Nº 397 - CENTRO - OURO PRETO",-20.383104,-43.4993715,V02502 - VITIMA DE QUEDA (MOTOCICLISTA) (C) (Prioridade: 1 - Alta),1BBM/2CIA/1PEL(OURO PRETO),UR05918,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:39:50,Não
2025-37781624-8,(BM) 2025-005842353-001,06/02/2025 19:47:07,"RODOVIA MG 424, Km 22 - PEDRO LEOPOLDO",-19.6025953,-44.0418398,S06008 - CORTE DE ARVORE CAIDA EM VIA PUBLICA (C) (Prioridade: 2 - Média),3BBM (BELO HORIZONTE),ASL845,Não,Não,Não,Desconhecido,Terminada,06/02/2025 22:07:47,Não
2025-37781697-1,Desconhecido,06/02/2025 19:52:42,RUA TRINTA E UM / AVENIDA DURVAL ALVES DE FARIA - TROPICAL - CONTAGEM,-19.9246937,-44.1157624,V02502 - VITIMA DE QUEDA (MOTOCICLISTA) (C) (Prioridade: 1 - Alta),2BBM/1CIA/1PEL,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 19:52:42,Não
2025-37781706-0,(BM) 2025-005831600-001,06/02/2025 19:52:58,"AVENIDA DOM PEDRO SEGUNDO, Nº 394 - CENTRO - CURVELO",-18.7529917,-44.4280507,V01013 - VITIMA DE EMERGENCIAS PSIQUIATRICAS (C) (Prioridade: 1 - Alta),5CIA IND/1CIA/2PEL(CURVELO),UR05527,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:46:13,Não
2025-37781718-0,(BM) 2025-005828256-001,06/02/2025 19:54:32,TRAVESSA GENERAL ALMEIDA - FORMIGA,0.0,0.0,V03003 - VITIMA DE AGRESSAO FISICA COM ARMA BRANCA (C) (Prioridade: 1 - Alta),10BBM/4CIA/1PEL(FORMIGA),UR10564,Não,Não,Não,Desconhecido,Terminada,06/02/2025 21:34:32,Não
2025-37781768-8,(PM) 2025-005830857-001,06/02/2025 19:56:54,"RUA CAMPOS ELISEOS, Nº 761 - ALTO BARROCA - BELO HORIZONTE",-19.9331171,-43.969939,S05499 - OUTROS TIPOS DE ACIDENTES DE TRANSITO DIVERSOS   (C) (Prioridade: 1 - Alta),1BBM/1CIA/PA BM(BARROCA),Desconhecido,Não,Não,Não,ATENDIDA PELO SAMU,Classificada,06/02/2025 21:02:55,Não
2025-37781821-9,(PM) 2025-005836685-001 / (BM) 2025-005836685-002,06/02/2025 19:57:54,"RUA CONDOR, Nº 253 - NOVA CINTRA - BELO HORIZONTE",-19.947837,-43.9901528,S06003 - CAPTURA DE CAO PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média),1BBM/1CIA/1PEL,ASM08732,Não,Não,Não,Desconhecido,No local,06/02/2025 20:50:20,Não
